iter	Passed	Remaining
587	2341	1640
588	2345	1636
589	2349	1632
590	2353	1628
591	2357	1624
592	2361	1620
593	2365	1616
594	2368	1612
595	2373	1608
596	2377	1604
597	2380	1600
598	2384	1596
599	2389	1592
600	2392	1588
601	2396	1584
602	2400	1580
603	2404	1576
604	2408	1572
605	2412	1568
606	2416	1564
607	2420	1560
608	2424	1556
609	2428	1552
610	2432	1548
611	2436	1544
612	2440	1540
613	2444	1536
614	2448	1532
615	2452	1528
616	2456	1524
617	2460	1520
618	2463	1516
619	2468	1512
620	2472	1508
621	2476	1504
622	2479	1500
623	2483	1496
624	2487	1492
625	2491	1488
626	2495	1484
627	2499	1480
628	2503	1476
629	2508	1473
630	2512	1469
631	2516	1465
632	2520	1461
633	2524	1457
634	2528	1453
635	2532	1449
636	2536	1445
637	2540	1441
638	2544	1437
639	2548	1433
640	2552	1429
641	2556	1425
642	2560	1421
643	2564	1417
644	2568	1413
645	2572	1409
646	2576	1405
647	2580	1401
648	2584	1397
649	2588	1393
650	2592	1389
651	2595	1385
652	2599	1381
653	2604	1377
654	2607	1373
655	2611	1369
656	2615	1365
657	2619	1361
658	2623	1357
659	2627	1353
660	2631	1349
661	2635	1345
662	2639	1341
663	2643	1337
664	2647	1333
665	2651	1329
666	2655	1325
667	2660	1322
668	2664	1318
669	2669	1314
670	2672	1310
671	2676	1306
672	2680	1302
673	2684	1298
674	2688	1294
675	2692	1290
676	2696	1286
677	2700	1282
678	2704	1278
679	2708	1274
680	2712	1270
681	2716	1266
682	2720	1262
683	2724	1258
684	2728	1254
685	2732	1250
686	2736	1246
687	2740	1242
688	2744	1238
689	2748	1234
690	2752	1230
691	2756	1226
692	2761	1223
693	2765	1219
694	2769	1215
695	2773	1211
696	2777	1207
697	2781	1203
698	2786	1199
699	2790	1195
700	2793	1191
701	2797	1187
702	2801	1183
703	2805	1179
704	2809	1175
705	2813	1171
706	2817	1167
707	2821	1163
708	2825	1159
709	2829	1155
710	2833	1151
711	2837	1147
712	2841	1143
713	2845	1139
714	2849	1135
715	2853	1131
716	2858	1128
717	2862	1124
718	2866	1120
719	2870	1116
720	2874	1112
721	2878	1108
722	2882	1104
723	2886	1100
724	2890	1096
725	2894	1092
726	2898	1088
727	2901	1084
728	2906	1080
729	2910	1076
730	2914	1072
731	2917	1068
732	2921	1064
733	2925	1060
734	2929	1056
735	2933	1052
736	2937	1048
737	2941	1044
738	2945	1040
739	2949	1036
740	2953	1032
741	2957	1028
742	2961	1024
743	2965	1020
744	2969	1016
745	2973	1012
746	2977	1008
747	2981	1004
748	2985	1000
749	2989	996
750	2993	992
751	2997	988
752	3001	984
753	3006	980
754	3010	976
755	3014	972
756	3018	968
757	3021	964
758	3025	960
759	3029	956
760	3033	952
761	3037	948
762	3041	944
763	3045	940
764	3049	936
765	3053	932
766	3057	928
767	3061	924
768	3065	920
769	3069	916
770	3073	912
771	3077	908
772	3081	904
773	3085	900
774	3088	896
775	3092	892
776	3097	888
777	3101	884
778	3104	880
779	3108	876
780	3112	872
781	3116	868
782	3120	864
783	3124	860
784	3128	856
785	3132	852
786	3136	848
787	3140	844
788	3144	840
789	3148	836
790	3152	832
791	3156	828
792	3160	824
793	3164	820
794	3168	816
795	3172	813
796	3176	809
797	3180	805
798	3184	801
799	3188	797
800	3192	793
801	3196	789
802	3200	785
803	3204	781
804	3208	777
805	3212	773
806	3216	769
807	3220	765
808	3224	761
809	3228	757
810	3232	753
811	3236	749
812	3240	745
813	3244	741
814	3248	737
815	3252	733
816	3256	729
817	3260	725
818	3264	721
819	3268	717
820	3272	713
821	3275	709
822	3280	705
823	3284	701
824	3288	697
825	3292	693
826	3296	689
827	3299	685
828	3303	681
829	3307	677
830	3311	673
831	3315	669
832	3319	665
833	3323	661
834	3327	657
835	3331	653
836	3335	649
837	3339	645
838	3343	641
839	3347	637
840	3351	633
841	3355	629
842	3359	625
843	3363	621
844	3367	617
845	3371	613
846	3375	609
847	3379	605
848	3383	601
849	3387	597
850	3391	593
851	3395	589
852	3399	585
853	3403	581
854	3407	577
855	3411	573
856	3415	569
857	3419	565
858	3423	561
859	3427	557
860	3431	553
861	3435	549
862	3439	545
863	3442	541
864	3446	537
865	3450	533
866	3454	529
867	3458	525
868	3462	521
869	3466	517
870	3470	514
871	3474	510
872	3478	506
873	3482	502
874	3486	498
875	3490	494
876	3494	490
877	3498	486
878	3503	482
879	3508	478
880	3512	474
881	3515	470
882	3519	466
883	3523	462
884	3527	458
885	3531	454
886	3535	450
887	3539	446
888	3543	442
889	3547	438
890	3551	434
891	3555	430
892	3559	426
893	3563	422
894	3567	418
895	3570	414
896	3574	410
897	3578	406
898	3582	402
899	3586	398
900	3590	394
901	3594	390
902	3598	386
903	3602	382
904	3606	378
905	3610	374
906	3614	370
907	3618	366
908	3622	362
909	3626	358
910	3630	354
911	3634	350
912	3638	346
913	3642	342
914	3646	338
915	3650	334
916	3654	330
917	3658	326
918	3662	322
919	3666	318
920	3670	314
921	3674	310
922	3678	306
923	3682	302
924	3686	298
925	3690	294
926	3694	290
927	3698	286
928	3702	282
929	3706	278
930	3710	274
931	3714	270
932	3718	267
933	3722	263
934	3726	259
935	3730	255
936	3734	251
937	3738	247
938	3742	243
939	3746	239
940	3751	235
941	3754	231
942	3758	227
943	3762	223
944	3766	219
945	3770	215
946	3774	211
947	3778	207
948	3782	203
949	3786	199
950	3790	195
951	3794	191
952	3798	187
953	3802	183
954	3806	179
955	3810	175
956	3814	171
957	3818	167
958	3822	163
959	3826	159
960	3830	155
961	3833	151
962	3837	147
963	3841	143
964	3845	139
965	3849	135
966	3853	131
967	3857	127
968	3861	123
969	3865	119
970	3869	115
971	3873	111
972	3879	107
973	3883	103
974	3887	99
975	3891	95
976	3894	91
977	3898	87
978	3902	83
979	3906	79
980	3910	75
981	3914	71
982	3918	67
983	3922	63
984	3926	59
985	3930	55
986	3934	51
987	3938	47
988	3942	43
989	3946	39
990	3950	35
991	3954	31
992	3958	27
993	3962	23
994	3966	19
995	3970	15
996	3974	11
997	3978	7
998	3982	3
999	3987	0
