iter	Logloss
0	0.6776881777
1	0.6644515477
2	0.6512220989
3	0.6393927548
4	0.6275912598
5	0.6170005607
6	0.6069396859
7	0.5978798537
8	0.5894178667
9	0.5812556959
10	0.5738787845
11	0.5664059198
12	0.5608303525
13	0.5551410592
14	0.549320474
15	0.5441035344
16	0.5387803123
17	0.5340882417
18	0.5293509634
19	0.524812299
20	0.5211511463
21	0.517125398
22	0.5134601313
23	0.5101063071
24	0.5067523841
25	0.5041074271
26	0.5015300323
27	0.4989249819
28	0.4965564579
29	0.4944488532
30	0.4929048372
31	0.4913941913
32	0.4893555888
33	0.4869353173
34	0.4851392872
35	0.4833865445
36	0.4812652211
37	0.4795150255
38	0.4779476228
39	0.4764653603
40	0.4749188081
41	0.4737071504
42	0.4719874761
43	0.4705138099
44	0.4694976162
45	0.4680956363
46	0.4667954327
47	0.4660104058
48	0.4648634725
49	0.4638443769
50	0.462850738
51	0.4617457871
52	0.4604879076
53	0.4596632097
54	0.4584145433
55	0.4574017799
56	0.4562764594
57	0.4551562021
58	0.4543868211
59	0.453421953
60	0.4526411467
61	0.4518281753
62	0.4506830262
63	0.4499182473
64	0.4492785908
65	0.4487552641
66	0.4476033849
67	0.4468370254
68	0.4461631252
69	0.4454301209
70	0.4448182857
71	0.4433521293
72	0.4423852093
73	0.4417201382
74	0.4409907259
75	0.4402906917
76	0.4394990301
77	0.4387997437
78	0.4382292956
79	0.4375024952
80	0.4363597097
81	0.4360525905
82	0.435141451
83	0.4346486561
84	0.4340775002
85	0.4336527267
86	0.4330242614
87	0.4325379331
88	0.4320077168
89	0.4313713691
90	0.4310459995
91	0.4302548378
92	0.4298903455
93	0.4293623275
94	0.4289573886
95	0.4285947792
96	0.4282952136
97	0.4277063585
98	0.4271861495
99	0.4266677991
100	0.426168141
101	0.4256468422
102	0.4251704095
103	0.4247393658
104	0.4241557847
105	0.4236171771
106	0.4232125251
107	0.4227548221
108	0.4225246781
109	0.4222189748
110	0.4219122273
111	0.421651729
112	0.4212402413
113	0.4209108088
114	0.4202862688
115	0.4197682047
116	0.4193108928
117	0.4189683516
118	0.4185191702
119	0.4182276418
120	0.4178700248
121	0.4175994582
122	0.4173303708
123	0.4170084763
124	0.4164689781
125	0.4158737245
126	0.4154011213
127	0.4150866964
128	0.4147495454
129	0.4143916784
130	0.4140574601
131	0.4135359026
132	0.413180471
133	0.4128687768
134	0.4124632145
135	0.4122302307
136	0.4120200054
137	0.4117530922
138	0.4112610125
139	0.4110433136
140	0.4105808969
141	0.4102784573
142	0.4100258472
143	0.409506443
144	0.4092255247
145	0.4089854493
146	0.4087087646
147	0.4080045829
148	0.40779814
149	0.4075200572
150	0.4072235956
151	0.4068354778
152	0.4066405066
153	0.4064591093
154	0.406280056
155	0.4060316795
156	0.4058108373
157	0.4056328881
158	0.4053007516
159	0.404843148
160	0.4045902861
161	0.4040098271
162	0.4037473229
163	0.403360205
164	0.4031311083
165	0.4027798106
166	0.4024474477
167	0.4021579117
168	0.4018356519
169	0.401574463
170	0.401266386
171	0.4009776191
172	0.4006304155
173	0.4003673445
174	0.4001168308
175	0.3999155096
176	0.3996917518
177	0.3993568105
178	0.3991264959
179	0.3987573364
180	0.39856462
181	0.3983998163
182	0.3981763227
183	0.397925248
184	0.397681439
185	0.397500715
186	0.3973329039
187	0.3970365976
188	0.3968582721
189	0.3966439337
190	0.3963859642
191	0.3959831531
192	0.3958892157
193	0.3954892365
194	0.3948603101
195	0.3946300297
196	0.3943776568
197	0.3942164219
198	0.3940335424
199	0.3938409186
200	0.3935936102
201	0.3932020865
202	0.3930294609
203	0.392796788
204	0.3926644814
205	0.3925058221
206	0.3923597477
207	0.3920931171
208	0.3918722284
209	0.3917625294
210	0.391159974
211	0.3910007279
212	0.3908341252
213	0.3906090948
214	0.3904538855
215	0.39012257
216	0.3898595757
217	0.3897309146
218	0.3891210086
219	0.3889236058
220	0.3887951582
221	0.388271644
222	0.3880345165
223	0.3878578847
224	0.3875465084
225	0.3873694632
226	0.3871463933
227	0.3868925059
228	0.3867220976
229	0.3865979484
230	0.386366682
231	0.3862036076
232	0.3860829199
233	0.3859252857
234	0.3857444052
235	0.3855719703
236	0.3852897217
237	0.3848394116
238	0.3845418162
239	0.3841601252
240	0.3837041399
241	0.3834938618
242	0.383369825
243	0.3832195974
244	0.3830306326
245	0.3829083038
246	0.3827191779
247	0.3825162381
248	0.3822962839
249	0.3820099698
250	0.3817508363
251	0.3815537969
252	0.3812967697
253	0.3811250133
254	0.3806920504
255	0.3804289745
256	0.3803209652
257	0.3801467237
258	0.3799973964
259	0.3797890159
260	0.3795687661
261	0.3794066488
262	0.3785962682
263	0.3784629011
264	0.3783317414
265	0.3780741478
266	0.3777966728
